date,Hour,load,temp
2012-01-06 02:00:00,3,2873.0,17.666666667
2012-01-06 03:00:00,4,2861.0,20.0
2012-01-06 04:00:00,5,2935.0,20.0
2012-01-06 05:00:00,6,3201.0,20.666666667
2012-01-06 06:00:00,7,3643.0,22.0
2012-01-06 07:00:00,8,3887.0,23.666666667
2012-01-06 08:00:00,9,3907.0,24.0
2012-01-06 09:00:00,10,3929.0,25.333333333
2012-01-06 10:00:00,11,3942.0,26.0
2012-01-06 11:00:00,12,3902.0,28.0
2012-01-06 12:00:00,13,3840.0,29.666666667
2012-01-06 13:00:00,14,3782.0,30.0
2012-01-06 14:00:00,15,3722.0,31.333333333
2012-01-06 15:00:00,16,3751.0,31.666666667
2012-01-06 16:00:00,17,3955.0,32.0
2012-01-06 17:00:00,18,4109.0,31.0
2012-01-06 18:00:00,19,4032.0,30.0
2012-01-06 19:00:00,20,3926.0,30.333333333
2012-01-06 20:00:00,21,3740.0,29.666666667
2012-01-06 21:00:00,22,3521.0,29.666666667
2012-01-06 22:00:00,23,3244.0,27.333333333
2012-01-06 23:00:00,24,2981.0,27.666666667
2012-01-07 00:00:00,1,2790.0,27.666666667
2012-01-07 01:00:00,2,2685.0,29.0
2012-01-07 02:00:00,3,2624.0,26.0
2012-01-07 03:00:00,4,2604.0,26.333333333
2012-01-07 04:00:00,5,2633.0,26.666666667
2012-01-07 05:00:00,6,2724.0,26.333333333
2012-01-07 06:00:00,7,2914.0,26.0
2012-01-07 07:00:00,8,3128.0,25.333333333
2012-01-07 08:00:00,9,3329.0,26.666666667
2012-01-07 09:00:00,10,3466.0,29.333333333
2012-01-07 10:00:00,11,3505.0,32.0
2012-01-07 11:00:00,12,3473.0,34.333333333
2012-01-07 12:00:00,13,3411.0,37.666666667
2012-01-07 13:00:00,14,3359.0,39.333333333
2012-01-07 14:00:00,15,3344.0,39.666666667
2012-01-07 15:00:00,16,3394.0,39.0
2012-01-07 16:00:00,17,3630.0,38.333333333
2012-01-07 17:00:00,18,3817.0,36.333333333
2012-01-07 18:00:00,19,3746.0,33.333333333
2012-01-07 19:00:00,20,3609.0,32.333333333
2012-01-07 20:00:00,21,3487.0,31.0
2012-01-07 21:00:00,22,3285.0,29.666666667
2012-01-07 22:00:00,23,3062.0,30.0
2012-01-07 23:00:00,24,2850.0,37.333333333
2012-01-08 00:00:00,1,2654.0,32.333333333
2012-01-08 01:00:00,2,2567.0,30.666666667
2012-01-08 02:00:00,3,2504.0,29.333333333
2012-01-08 03:00:00,4,2506.0,28.666666667
2012-01-08 04:00:00,5,2535.0,28.333333333
2012-01-08 05:00:00,6,2612.0,30.0
2012-01-08 06:00:00,7,2771.0,31.333333333
2012-01-08 07:00:00,8,2976.0,28.0
2012-01-08 08:00:00,9,3215.0,29.333333333
2012-01-08 09:00:00,10,3363.0,32.333333333
2012-01-08 10:00:00,11,3463.0,36.0
2012-01-08 11:00:00,12,3496.0,35.0
2012-01-08 12:00:00,13,3507.0,35.666666667
2012-01-08 13:00:00,14,3481.0,34.0
2012-01-08 14:00:00,15,3476.0,34.0
2012-01-08 15:00:00,16,3523.0,32.666666667
2012-01-08 16:00:00,17,3823.0,32.333333333
2012-01-08 17:00:00,18,4070.0,31.0
2012-01-08 18:00:00,19,4024.0,29.0
2012-01-08 19:00:00,20,3887.0,26.333333333
2012-01-08 20:00:00,21,3711.0,25.333333333
2012-01-08 21:00:00,22,3465.0,24.333333333
2012-01-08 22:00:00,23,3183.0,22.666666667
2012-01-08 23:00:00,24,2955.0,21.333333333
2012-01-09 00:00:00,1,2820.0,20.666666667
2012-01-09 01:00:00,2,2759.0,19.333333333
2012-01-09 02:00:00,3,2739.0,18.666666667
2012-01-09 03:00:00,4,2740.0,18.666666667
2012-01-09 04:00:00,5,2851.0,18.0
2012-01-09 05:00:00,6,3142.0,18.0
2012-01-09 06:00:00,7,3643.0,18.666666667
2012-01-09 07:00:00,8,3896.0,18.0
2012-01-09 08:00:00,9,3900.0,19.333333333
2012-01-09 09:00:00,10,3910.0,22.333333333
2012-01-09 10:00:00,11,3921.0,24.666666667
2012-01-09 11:00:00,12,3888.0,27.0
2012-01-09 12:00:00,13,3826.0,29.333333333
2012-01-09 13:00:00,14,3782.0,30.0
2012-01-09 14:00:00,15,3721.0,32.666666667
2012-01-09 15:00:00,16,3721.0,33.666666667
2012-01-09 16:00:00,17,3987.0,32.666666667
2012-01-09 17:00:00,18,4270.0,30.666666667
2012-01-09 18:00:00,19,4244.0,30.333333333
2012-01-09 19:00:00,20,4112.0,30.333333333
2012-01-09 20:00:00,21,3925.0,28.333333333
2012-01-09 21:00:00,22,3635.0,28.0
2012-01-09 22:00:00,23,3317.0,28.333333333
2012-01-09 23:00:00,24,3069.0,29.0
2012-01-10 00:00:00,1,2908.0,30.0
2012-01-10 01:00:00,2,2836.0,29.666666667
2012-01-10 02:00:00,3,2788.0,30.0
2012-01-10 03:00:00,4,2788.0,30.666666667
2012-01-10 04:00:00,5,2860.0,31.333333333
2012-01-10 05:00:00,6,3113.0,31.666666667
2012-01-10 06:00:00,7,3589.0,30.666666667
2012-01-10 07:00:00,8,3813.0,30.0
2012-01-10 08:00:00,9,3822.0,30.333333333
2012-01-10 09:00:00,10,3849.0,31.333333333
2012-01-10 10:00:00,11,3869.0,33.0
2012-01-10 11:00:00,12,3844.0,35.333333333
2012-01-10 12:00:00,13,3781.0,37.0
2012-01-10 13:00:00,14,3747.0,38.666666667
2012-01-10 14:00:00,15,3686.0,40.0
2012-01-10 15:00:00,16,3689.0,39.666666667
2012-01-10 16:00:00,17,3956.0,39.0
2012-01-10 17:00:00,18,4182.0,37.333333333
2012-01-10 18:00:00,19,4159.0,35.333333333
2012-01-10 19:00:00,20,4061.0,33.0
2012-01-10 20:00:00,21,3890.0,32.0
2012-01-10 21:00:00,22,3612.0,29.666666667
2012-01-10 22:00:00,23,3286.0,28.333333333
2012-01-10 23:00:00,24,3030.0,28.333333333
2012-01-11 00:00:00,1,2872.0,27.666666667
2012-01-11 01:00:00,2,2796.0,25.333333333
2012-01-11 02:00:00,3,2766.0,25.333333333
2012-01-11 03:00:00,4,2784.0,23.666666667
2012-01-11 04:00:00,5,2887.0,22.333333333
2012-01-11 05:00:00,6,3185.0,20.666666667
2012-01-11 06:00:00,7,3661.0,19.666666667
2012-01-11 07:00:00,8,3875.0,19.0
2012-01-11 08:00:00,9,3861.0,18.666666667
2012-01-11 09:00:00,10,3833.0,21.0
2012-01-11 10:00:00,11,3822.0,23.333333333
2012-01-11 11:00:00,12,3794.0,25.333333333
2012-01-11 12:00:00,13,3734.0,27.0
2012-01-11 13:00:00,14,3720.0,28.333333333
2012-01-11 14:00:00,15,3693.0,28.666666667
2012-01-11 15:00:00,16,3721.0,28.333333333
2012-01-11 16:00:00,17,3977.0,27.333333333
2012-01-11 17:00:00,18,4186.0,27.333333333
2012-01-11 18:00:00,19,4152.0,27.0
2012-01-11 19:00:00,20,4043.0,26.666666667
2012-01-11 20:00:00,21,3873.0,26.333333333
2012-01-11 21:00:00,22,3572.0,25.666666667
2012-01-11 22:00:00,23,3237.0,26.666666667
2012-01-11 23:00:00,24,2977.0,26.666666667
2012-01-12 00:00:00,1,2812.0,27.666666667
2012-01-12 01:00:00,2,2709.0,27.0
2012-01-12 02:00:00,3,2667.0,27.333333333
2012-01-12 03:00:00,4,2668.0,27.666666667
2012-01-12 04:00:00,5,2748.0,30.666666667
2012-01-12 05:00:00,6,3009.0,31.333333333
2012-01-12 06:00:00,7,3403.0,30.666666667
2012-01-12 07:00:00,8,3675.0,29.666666667
2012-01-12 08:00:00,9,3769.0,29.0
2012-01-12 09:00:00,10,3844.0,28.0
2012-01-12 10:00:00,11,3928.0,29.0
2012-01-12 11:00:00,12,3977.0,28.666666667
2012-01-12 12:00:00,13,3956.0,28.0
2012-01-12 13:00:00,14,3928.0,28.666666667
2012-01-12 14:00:00,15,3875.0,29.666666667
2012-01-12 15:00:00,16,3834.0,30.333333333
2012-01-12 16:00:00,17,4020.0,30.333333333
2012-01-12 17:00:00,18,4251.0,30.666666667
2012-01-12 18:00:00,19,4207.0,30.0
2012-01-12 19:00:00,20,4057.0,30.0
2012-01-12 20:00:00,21,3844.0,30.333333333
2012-01-12 21:00:00,22,3527.0,30.333333333
2012-01-12 22:00:00,23,3192.0,30.0
2012-01-12 23:00:00,24,2924.0,29.666666667
2012-01-13 00:00:00,1,2747.0,30.0
2012-01-13 01:00:00,2,2665.0,29.666666667
2012-01-13 02:00:00,3,2629.0,29.666666667
2012-01-13 03:00:00,4,2633.0,29.666666667
2012-01-13 04:00:00,5,2715.0,30.0
2012-01-13 05:00:00,6,2971.0,30.0
2012-01-13 06:00:00,7,3418.0,30.0
2012-01-13 07:00:00,8,3681.0,29.333333333
2012-01-13 08:00:00,9,3768.0,29.333333333
2012-01-13 09:00:00,10,3818.0,30.333333333
2012-01-13 10:00:00,11,3856.0,30.666666667
2012-01-13 11:00:00,12,3850.0,32.333333333
2012-01-13 12:00:00,13,3809.0,32.666666667
2012-01-13 13:00:00,14,3764.0,32.0
2012-01-13 14:00:00,15,3680.0,33.666666667
2012-01-13 15:00:00,16,3656.0,35.0
2012-01-13 16:00:00,17,3858.0,33.333333333
2012-01-13 17:00:00,18,4091.0,31.333333333
2012-01-13 18:00:00,19,4052.0,29.333333333
2012-01-13 19:00:00,20,3951.0,28.333333333
2012-01-13 20:00:00,21,3822.0,27.333333333
2012-01-13 21:00:00,22,3610.0,28.0
2012-01-13 22:00:00,23,3355.0,28.0
2012-01-13 23:00:00,24,3104.0,29.0
2012-01-14 00:00:00,1,2909.0,29.0
2012-01-14 01:00:00,2,2805.0,28.666666667
2012-01-14 02:00:00,3,2751.0,28.0
2012-01-14 03:00:00,4,2744.0,27.333333333
2012-01-14 04:00:00,5,2784.0,26.333333333
2012-01-14 05:00:00,6,2894.0,25.666666667
2012-01-14 06:00:00,7,3096.0,24.333333333
2012-01-14 07:00:00,8,3344.0,23.0
2012-01-14 08:00:00,9,3573.0,22.333333333
2012-01-14 09:00:00,10,3751.0,21.666666667
2012-01-14 10:00:00,11,3815.0,20.333333333
2012-01-14 11:00:00,12,3798.0,20.0
2012-01-14 12:00:00,13,3737.0,19.666666667
2012-01-14 13:00:00,14,3677.0,19.0
2012-01-14 14:00:00,15,3666.0,18.333333333
2012-01-14 15:00:00,16,3694.0,18.0
2012-01-14 16:00:00,17,3963.0,17.0
2012-01-14 17:00:00,18,4248.0,14.0
2012-01-14 18:00:00,19,4210.0,12.0
2012-01-14 19:00:00,20,4119.0,11.0
2012-01-14 20:00:00,21,3972.0,9.6666666667
2012-01-14 21:00:00,22,3795.0,8.3333333333
2012-01-14 22:00:00,23,3594.0,7.6666666667
2012-01-14 23:00:00,24,3361.0,6.0
2012-01-15 00:00:00,1,3153.0,4.3333333333
2012-01-15 01:00:00,2,3051.0,3.3333333333
2012-01-15 02:00:00,3,3012.0,2.0
2012-01-15 03:00:00,4,3012.0,1.0
2012-01-15 04:00:00,5,3046.0,1.0
2012-01-15 05:00:00,6,3128.0,0.0
2012-01-15 06:00:00,7,3271.0,0.0
2012-01-15 07:00:00,8,3476.0,-0.333333333
2012-01-15 08:00:00,9,3725.0,-0.333333333
2012-01-15 09:00:00,10,3874.0,1.3333333333
2012-01-15 10:00:00,11,3954.0,3.6666666667
2012-01-15 11:00:00,12,3945.0,5.3333333333
2012-01-15 12:00:00,13,3924.0,7.0
2012-01-15 13:00:00,14,3863.0,8.6666666667
2012-01-15 14:00:00,15,3845.0,8.6666666667
2012-01-15 15:00:00,16,3871.0,9.0
2012-01-15 16:00:00,17,4160.0,9.0
2012-01-15 17:00:00,18,4441.0,6.6666666667
2012-01-15 18:00:00,19,4405.0,5.6666666667
2012-01-15 19:00:00,20,4253.0,4.0
2012-01-15 20:00:00,21,4113.0,3.0
2012-01-15 21:00:00,22,3853.0,1.0
2012-01-15 22:00:00,23,3579.0,0.6666666667
2012-01-15 23:00:00,24,3365.0,0.0
2012-01-16 00:00:00,1,3220.0,0.0
2012-01-16 01:00:00,2,3138.0,0.0
2012-01-16 02:00:00,3,3114.0,-0.666666667
2012-01-16 03:00:00,4,3124.0,-1.333333333
2012-01-16 04:00:00,5,3209.0,-2.0
2012-01-16 05:00:00,6,3414.0,-2.333333333
2012-01-16 06:00:00,7,3759.0,-4.666666667
2012-01-16 07:00:00,8,4001.0,-4.0
2012-01-16 08:00:00,9,4147.0,-3.666666667
2012-01-16 09:00:00,10,4215.0,1.3333333333
2012-01-16 10:00:00,11,4242.0,9.0
2012-01-16 11:00:00,12,4187.0,13.0
2012-01-16 12:00:00,13,4083.0,16.666666667
2012-01-16 13:00:00,14,4028.0,20.333333333
2012-01-16 14:00:00,15,3972.0,22.666666667
2012-01-16 15:00:00,16,3961.0,23.333333333
2012-01-16 16:00:00,17,4193.0,24.0
2012-01-16 17:00:00,18,4433.0,24.0
2012-01-16 18:00:00,19,4370.0,23.0
2012-01-16 19:00:00,20,4230.0,24.333333333
2012-01-16 20:00:00,21,4018.0,26.666666667
2012-01-16 21:00:00,22,3707.0,26.666666667
2012-01-16 22:00:00,23,3372.0,27.333333333
2012-01-16 23:00:00,24,3091.0,28.666666667
2012-01-17 00:00:00,1,2915.0,29.0
2012-01-17 01:00:00,2,2799.0,29.0
2012-01-17 02:00:00,3,2757.0,29.0
2012-01-17 03:00:00,4,2753.0,29.333333333
2012-01-17 04:00:00,5,2839.0,29.666666667
2012-01-17 05:00:00,6,3121.0,29.333333333
2012-01-17 06:00:00,7,3574.0,29.333333333
2012-01-17 07:00:00,8,3775.0,29.666666667
2012-01-17 08:00:00,9,3783.0,29.0
2012-01-17 09:00:00,10,3770.0,30.666666667
2012-01-17 10:00:00,11,3761.0,32.333333333
2012-01-17 11:00:00,12,3758.0,33.666666667
2012-01-17 12:00:00,13,3722.0,35.0
2012-01-17 13:00:00,14,3704.0,36.333333333
2012-01-17 14:00:00,15,3687.0,35.666666667
2012-01-17 15:00:00,16,3728.0,35.333333333
2012-01-17 16:00:00,17,3967.0,34.666666667
2012-01-17 17:00:00,18,4153.0,35.0
2012-01-17 18:00:00,19,4103.0,34.666666667
2012-01-17 19:00:00,20,3974.0,36.666666667
2012-01-17 20:00:00,21,3752.0,37.333333333
2012-01-17 21:00:00,22,3454.0,37.666666667
2012-01-17 22:00:00,23,3114.0,38.0
2012-01-17 23:00:00,24,2836.0,39.0
2012-01-18 00:00:00,1,2670.0,39.333333333
2012-01-18 01:00:00,2,2581.0,39.666666667
2012-01-18 02:00:00,3,2541.0,41.666666667
2012-01-18 03:00:00,4,2542.0,41.333333333
2012-01-18 04:00:00,5,2653.0,39.0
2012-01-18 05:00:00,6,2932.0,37.333333333
2012-01-18 06:00:00,7,3415.0,35.0
2012-01-18 07:00:00,8,3634.0,33.333333333
2012-01-18 08:00:00,9,3654.0,31.666666667
2012-01-18 09:00:00,10,3680.0,30.0
2012-01-18 10:00:00,11,3709.0,29.666666667
2012-01-18 11:00:00,12,3714.0,28.666666667
2012-01-18 12:00:00,13,3692.0,28.0
2012-01-18 13:00:00,14,3691.0,27.333333333
2012-01-18 14:00:00,15,3682.0,26.666666667
2012-01-18 15:00:00,16,3712.0,25.333333333
2012-01-18 16:00:00,17,3981.0,24.0
2012-01-18 17:00:00,18,4332.0,21.666666667
2012-01-18 18:00:00,19,4356.0,19.0
2012-01-18 19:00:00,20,4276.0,18.0
2012-01-18 20:00:00,21,4080.0,17.333333333
2012-01-18 21:00:00,22,3826.0,16.0
2012-01-18 22:00:00,23,3547.0,15.0
2012-01-18 23:00:00,24,3292.0,13.333333333
2012-01-19 00:00:00,1,3144.0,11.333333333
2012-01-19 01:00:00,2,3058.0,11.0
2012-01-19 02:00:00,3,3023.0,9.6666666667
2012-01-19 03:00:00,4,3032.0,8.0
2012-01-19 04:00:00,5,3141.0,6.0
2012-01-19 05:00:00,6,3429.0,6.3333333333
2012-01-19 06:00:00,7,3942.0,5.0
2012-01-19 07:00:00,8,4138.0,4.6666666667
2012-01-19 08:00:00,9,4107.0,5.3333333333
2012-01-19 09:00:00,10,4100.0,11.666666667
2012-01-19 10:00:00,11,4072.0,16.0
2012-01-19 11:00:00,12,4016.0,18.333333333
2012-01-19 12:00:00,13,3937.0,20.666666667
2012-01-19 13:00:00,14,3883.0,23.333333333
2012-01-19 14:00:00,15,3823.0,24.666666667
2012-01-19 15:00:00,16,3857.0,25.0
2012-01-19 16:00:00,17,4089.0,24.0
2012-01-19 17:00:00,18,4367.0,24.666666667
2012-01-19 18:00:00,19,4327.0,25.0
2012-01-19 19:00:00,20,4244.0,25.0
2012-01-19 20:00:00,21,4046.0,25.333333333
2012-01-19 21:00:00,22,3769.0,25.333333333
2012-01-19 22:00:00,23,3459.0,26.0
2012-01-19 23:00:00,24,3187.0,25.333333333
2012-01-20 00:00:00,1,3005.0,26.333333333
2012-01-20 01:00:00,2,2895.0,26.333333333
2012-01-20 02:00:00,3,2848.0,27.333333333
2012-01-20 03:00:00,4,2853.0,23.0
2012-01-20 04:00:00,5,2954.0,22.0
2012-01-20 05:00:00,6,3214.0,18.666666667
2012-01-20 06:00:00,7,3684.0,17.333333333
2012-01-20 07:00:00,8,3894.0,16.333333333
2012-01-20 08:00:00,9,3913.0,15.333333333
2012-01-20 09:00:00,10,3923.0,18.0
2012-01-20 10:00:00,11,3925.0,20.0
2012-01-20 11:00:00,12,3901.0,23.0
2012-01-20 12:00:00,13,3856.0,25.0
2012-01-20 13:00:00,14,3826.0,24.666666667
2012-01-20 14:00:00,15,3778.0,24.0
2012-01-20 15:00:00,16,3778.0,23.666666667
2012-01-20 16:00:00,17,3940.0,22.0
2012-01-20 17:00:00,18,4220.0,19.666666667
2012-01-20 18:00:00,19,4198.0,17.0
2012-01-20 19:00:00,20,4092.0,15.666666667
2012-01-20 20:00:00,21,3942.0,14.0
2012-01-20 21:00:00,22,3758.0,12.333333333
2012-01-20 22:00:00,23,3492.0,12.333333333
2012-01-20 23:00:00,24,3240.0,11.0
2012-01-21 00:00:00,1,3075.0,10.666666667
2012-01-21 01:00:00,2,2977.0,10.0
2012-01-21 02:00:00,3,2915.0,10.0
2012-01-21 03:00:00,4,2877.0,11.0
2012-01-21 04:00:00,5,2914.0,11.333333333
2012-01-21 05:00:00,6,3009.0,11.666666667
2012-01-21 06:00:00,7,3224.0,11.666666667
2012-01-21 07:00:00,8,3460.0,11.666666667
2012-01-21 08:00:00,9,3702.0,11.0
2012-01-21 09:00:00,10,3895.0,11.333333333
2012-01-21 10:00:00,11,3975.0,12.0
2012-01-21 11:00:00,12,3972.0,13.0
2012-01-21 12:00:00,13,3933.0,14.0
2012-01-21 13:00:00,14,3868.0,14.666666667
2012-01-21 14:00:00,15,3816.0,15.666666667
2012-01-21 15:00:00,16,3804.0,17.0
2012-01-21 16:00:00,17,3961.0,17.0
2012-01-21 17:00:00,18,4185.0,15.0
2012-01-21 18:00:00,19,4137.0,14.0
2012-01-21 19:00:00,20,4002.0,12.666666667
2012-01-21 20:00:00,21,3871.0,10.666666667
2012-01-21 21:00:00,22,3674.0,9.3333333333
2012-01-21 22:00:00,23,3428.0,7.0
2012-01-21 23:00:00,24,3195.0,6.3333333333
2012-01-22 00:00:00,1,3030.0,3.6666666667
2012-01-22 01:00:00,2,2957.0,2.6666666667
2012-01-22 02:00:00,3,2933.0,0.3333333333
2012-01-22 03:00:00,4,2906.0,1.3333333333
2012-01-22 04:00:00,5,2932.0,-0.333333333
2012-01-22 05:00:00,6,3021.0,-1.333333333
2012-01-22 06:00:00,7,3194.0,-1.333333333
2012-01-22 07:00:00,8,3394.0,-2.666666667
2012-01-22 08:00:00,9,3628.0,-0.333333333
2012-01-22 09:00:00,10,3744.0,3.6666666667
2012-01-22 10:00:00,11,3783.0,10.0
2012-01-22 11:00:00,12,3737.0,15.666666667
2012-01-22 12:00:00,13,3673.0,19.0
2012-01-22 13:00:00,14,3614.0,22.0
2012-01-22 14:00:00,15,3600.0,23.333333333
2012-01-22 15:00:00,16,3589.0,23.666666667
2012-01-22 16:00:00,17,3774.0,24.0
2012-01-22 17:00:00,18,4022.0,22.0
2012-01-22 18:00:00,19,4021.0,20.0
2012-01-22 19:00:00,20,3922.0,19.0
2012-01-22 20:00:00,21,3752.0,18.333333333
2012-01-22 21:00:00,22,3488.0,19.333333333
2012-01-22 22:00:00,23,3212.0,20.333333333
2012-01-22 23:00:00,24,2971.0,23.0
2012-01-23 00:00:00,1,2808.0,22.666666667
2012-01-23 01:00:00,2,2722.0,24.0
2012-01-23 02:00:00,3,2684.0,24.333333333
2012-01-23 03:00:00,4,2697.0,24.333333333
2012-01-23 04:00:00,5,2791.0,24.666666667
2012-01-23 05:00:00,6,3069.0,25.333333333
2012-01-23 06:00:00,7,3544.0,25.666666667
2012-01-23 07:00:00,8,3769.0,27.0
2012-01-23 08:00:00,9,3813.0,28.0
2012-01-23 09:00:00,10,3859.0,28.666666667
2012-01-23 10:00:00,11,3894.0,30.0
2012-01-23 11:00:00,12,3899.0,32.0
2012-01-23 12:00:00,13,3853.0,33.333333333
2012-01-23 13:00:00,14,3817.0,34.666666667
2012-01-23 14:00:00,15,3764.0,34.666666667
2012-01-23 15:00:00,16,3777.0,34.666666667
2012-01-23 16:00:00,17,3952.0,34.333333333
2012-01-23 17:00:00,18,4172.0,34.333333333
2012-01-23 18:00:00,19,4130.0,33.666666667
2012-01-23 19:00:00,20,3984.0,34.666666667
2012-01-23 20:00:00,21,3764.0,34.666666667
2012-01-23 21:00:00,22,3466.0,37.666666667
2012-01-23 22:00:00,23,3131.0,38.333333333
